Vrsta izbora;Naziv županije;Naziv grada/općine;rbr;Ime i prezime kandidata;Razlikovni podatak;Naziv predlagatelja
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MATULJI;9;RADOSLAV MEDICA;;SDP, HSU
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MATULJI;10;TATJANA MARGAN;;SDP, HSU
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MATULJI;11;IRIS ŠAFTIĆ-KANIČ;;SDP, HSU
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MATULJI;12;HELENA NINKOVIĆ BUDIMLIJA;;SDP, HSU
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MATULJI;13;GORAN LUČIN;;SDP, HSU
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MATULJI;14;ĐINA JERAS;;SDP, HSU
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MATULJI;15;EDUARD BAĆIĆ;;SDP, HSU
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MATULJI;1;ENI ŠEBALJ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - ENI ŠEBALJ
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MATULJI;2;ARSEN SUŠANJ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - ENI ŠEBALJ
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MATULJI;3;MILJENKO HEGEDUŠ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - ENI ŠEBALJ
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MATULJI;4;DALIBOR BURETIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - ENI ŠEBALJ
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MATULJI;5;VESNA MATETIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - ENI ŠEBALJ
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MATULJI;6;BERISLAV KOZULIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - ENI ŠEBALJ
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MATULJI;7;MAJA MATULJA KOS;;KANDIDACIJSKA LISTA GRUPE BIRAČA - ENI ŠEBALJ
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MATULJI;8;GORAN SLAVIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - ENI ŠEBALJ
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MATULJI;9;NATAŠA JELENIĆ HEREGA;;KANDIDACIJSKA LISTA GRUPE BIRAČA - ENI ŠEBALJ
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MATULJI;10;RAJKA JURDANA-ŠEPIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - ENI ŠEBALJ
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MATULJI;11;ROBERT KOPRIVNJAK;;KANDIDACIJSKA LISTA GRUPE BIRAČA - ENI ŠEBALJ
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MATULJI;12;KRISTINA RADOVČIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - ENI ŠEBALJ
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MATULJI;13;ERVIN DUBROVIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - ENI ŠEBALJ
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MATULJI;14;NIKOLINA KOVAČIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - ENI ŠEBALJ
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MATULJI;15;ANDREA ŠEPIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - ENI ŠEBALJ
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MOŠĆENIČKA DRAGA;1;ELENA RUDAN;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MOŠĆENIČKA DRAGA;2;AVELINO BARETIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MOŠĆENIČKA DRAGA;3;NARDA KRNETIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MOŠĆENIČKA DRAGA;4;RATKO SALAMON;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MOŠĆENIČKA DRAGA;5;ALEKSANDRA JURINOVIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MOŠĆENIČKA DRAGA;6;DALIBOR HRELJA;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MOŠĆENIČKA DRAGA;7;MLADEN IVANČIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MOŠĆENIČKA DRAGA;8;SANJA KNAPIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MOŠĆENIČKA DRAGA;9;DUŠAN BARKOVIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MOŠĆENIČKA DRAGA;1;IVAN GALOVIĆ;;HRVATSKA SELJAČKA STRANKA - HSS
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MOŠĆENIČKA DRAGA;2;IRIS LAZARIĆ;;HRVATSKA SELJAČKA STRANKA - HSS
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MOŠĆENIČKA DRAGA;3;PAOLO RONČEVIĆ;;HRVATSKA SELJAČKA STRANKA - HSS
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MOŠĆENIČKA DRAGA;4;VALENTINA RUBEŠA;;HRVATSKA SELJAČKA STRANKA - HSS
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MOŠĆENIČKA DRAGA;5;PAVICA PERŠIĆ;;HRVATSKA SELJAČKA STRANKA - HSS
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MOŠĆENIČKA DRAGA;6;SEVERINO MARKOVIĆ;;HRVATSKA SELJAČKA STRANKA - HSS
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MOŠĆENIČKA DRAGA;7;DUBRAVKA ČEŠLJAR;;HRVATSKA SELJAČKA STRANKA - HSS
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MOŠĆENIČKA DRAGA;8;ZDENKO VELČIĆ;;HRVATSKA SELJAČKA STRANKA - HSS
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MOŠĆENIČKA DRAGA;9;IVAN BRADIČIĆ;;HRVATSKA SELJAČKA STRANKA - HSS
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MOŠĆENIČKA DRAGA;1;BRUNO BARKOVIĆ;;HRVATSKA STRANKA UMIROVLJENIKA - HSU
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MOŠĆENIČKA DRAGA;2;DARIJA ŠEPIĆ;;HRVATSKA STRANKA UMIROVLJENIKA - HSU
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MOŠĆENIČKA DRAGA;3;ENĐI LAZARIĆ;;HRVATSKA STRANKA UMIROVLJENIKA - HSU
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MOŠĆENIČKA DRAGA;4;MLADEN RUBINIĆ;;HRVATSKA STRANKA UMIROVLJENIKA - HSU
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MOŠĆENIČKA DRAGA;5;CLAUDIA BABAČIĆ;;HRVATSKA STRANKA UMIROVLJENIKA - HSU
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MOŠĆENIČKA DRAGA;6;SERGIO BELTRAME;;HRVATSKA STRANKA UMIROVLJENIKA - HSU
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MOŠĆENIČKA DRAGA;7;DRAGICA RABAR;;HRVATSKA STRANKA UMIROVLJENIKA - HSU
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MOŠĆENIČKA DRAGA;8;DUŠAN RUBINIĆ;rođ. 1953.;HRVATSKA STRANKA UMIROVLJENIKA - HSU
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MOŠĆENIČKA DRAGA;9;DUŠAN RUBINIĆ;rođ. 1951.;HRVATSKA STRANKA UMIROVLJENIKA - HSU
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MOŠĆENIČKA DRAGA;1;RIKARDO STARAJ;;PGS, SDP
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MOŠĆENIČKA DRAGA;2;LUCIANA STERLE PERUCH;;PGS, SDP
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MOŠĆENIČKA DRAGA;3;ROBERT DUNDARA;;PGS, SDP
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MOŠĆENIČKA DRAGA;4;NEDELJKO DRAŽUL;;PGS, SDP
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MOŠĆENIČKA DRAGA;5;ANDREA DEŠKOVIĆ;;PGS, SDP
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MOŠĆENIČKA DRAGA;6;LORENA STROLIGO;;PGS, SDP
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MOŠĆENIČKA DRAGA;7;MARKO MOGOROVIĆ;;PGS, SDP
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MOŠĆENIČKA DRAGA;8;IVA GALOVIĆ;;PGS, SDP
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MOŠĆENIČKA DRAGA;9;BARBARA BUČIĆ;;PGS, SDP
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MRKOPALJ;1;JOSIP BROZOVIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - JOSIP BROZOVIĆ
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MRKOPALJ;2;HELENA CRNKOVIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - JOSIP BROZOVIĆ
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MRKOPALJ;3;SILVANA KRUŽIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - JOSIP BROZOVIĆ
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MRKOPALJ;4;BOJAN FRANCIŠKOVIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - JOSIP BROZOVIĆ
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MRKOPALJ;5;TAJANA JAKOVAC;;KANDIDACIJSKA LISTA GRUPE BIRAČA - JOSIP BROZOVIĆ
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MRKOPALJ;6;NATALIJA JAKOVAC;;KANDIDACIJSKA LISTA GRUPE BIRAČA - JOSIP BROZOVIĆ
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MRKOPALJ;7;SAŠA POLANC;;KANDIDACIJSKA LISTA GRUPE BIRAČA - JOSIP BROZOVIĆ
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MRKOPALJ;8;SNJEŽANA HUŠ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - JOSIP BROZOVIĆ
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MRKOPALJ;9;IGOR NAĐ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - JOSIP BROZOVIĆ
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MRKOPALJ;1;ROBERT STARČEVIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MRKOPALJ;2;IVA TADEJEVIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MRKOPALJ;3;ANAMARIJA DIKLIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MRKOPALJ;4;GAŠPAR TOMIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MRKOPALJ;5;VALENTIN GAŠPARAC;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MRKOPALJ;6;MARIJA GRGURIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MRKOPALJ;7;MIHAELA HORAČEK;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MRKOPALJ;8;ŽELJKA PAŠKVAN;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MRKOPALJ;9;MARIJAN PETROVIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MRKOPALJ;1;JOSIP GRGURIĆ;;HRVATSKA STRANKA PRAVA - HSP
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MRKOPALJ;2;TOMISLAV CUCULIĆ;;HRVATSKA STRANKA PRAVA - HSP
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MRKOPALJ;3;VIVIANA GRGURIĆ;;HRVATSKA STRANKA PRAVA - HSP
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MRKOPALJ;4;MARKO GRGURIĆ;;HRVATSKA STRANKA PRAVA - HSP
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MRKOPALJ;5;LJILJANA TOMIĆ;;HRVATSKA STRANKA PRAVA - HSP
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MRKOPALJ;6;RUŽICA GRGURIĆ;;HRVATSKA STRANKA PRAVA - HSP
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MRKOPALJ;7;VLADIMIR PADAVIĆ;;HRVATSKA STRANKA PRAVA - HSP
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MRKOPALJ;8;MAJA GERIĆ;;HRVATSKA STRANKA PRAVA - HSP
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MRKOPALJ;9;JOSIP MATAJA;;HRVATSKA STRANKA PRAVA - HSP
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MRKOPALJ;1;MARIO BLAŠKOVIĆ;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MRKOPALJ;2;VANJA JAKOVAC;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MRKOPALJ;3;MIRA GRUBIŠIĆ;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MRKOPALJ;4;MLADEN MATIJAŠIĆ;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MRKOPALJ;5;DAVORKA GRUBIŠIĆ;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MRKOPALJ;6;MARIJAN FORENBAHER;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MRKOPALJ;7;MILAN BILOKAPIĆ;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MRKOPALJ;8;LAURA BILOKAPIĆ;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;MRKOPALJ;9;VERONIKA BLAŠKOVIĆ;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;NOVI VINODOLSKI;1;OLEG BUTKOVIĆ;;HDZ, HSS
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;NOVI VINODOLSKI;2;TENA PERIČIĆ;;HDZ, HSS
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;NOVI VINODOLSKI;3;MARIJANA ŠPALJ;;HDZ, HSS
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;NOVI VINODOLSKI;4;HRVOJE SOKOLIĆ;;HDZ, HSS
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;NOVI VINODOLSKI;5;ANA JOVANOVIĆ;;HDZ, HSS
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;NOVI VINODOLSKI;6;VELIBOR TOPOLOVEC;;HDZ, HSS
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;NOVI VINODOLSKI;7;MARINKO BULJAT;;HDZ, HSS
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;NOVI VINODOLSKI;8;NENAD CVITKOVIĆ;;HDZ, HSS
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;NOVI VINODOLSKI;9;IVA UREMOVIĆ;;HDZ, HSS
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;NOVI VINODOLSKI;10;DRAGANA BARIČEVIĆ;;HDZ, HSS
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;NOVI VINODOLSKI;11;ZORAN DJAK;;HDZ, HSS
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;NOVI VINODOLSKI;12;TATJANA LEKAJ;;HDZ, HSS
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;NOVI VINODOLSKI;13;NEVEN PAVELIĆ;;HDZ, HSS
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;NOVI VINODOLSKI;1;MIHAEL JOVANOVIĆ;;SDP, HSU
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;NOVI VINODOLSKI;2;SAŠA ĐUJIĆ;;SDP, HSU
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;NOVI VINODOLSKI;3;RENATA VOLKMER STAREŠINA;;SDP, HSU
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;NOVI VINODOLSKI;4;ŽELJKA BEG ŠARGAČ;;SDP, HSU
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;NOVI VINODOLSKI;5;MARKO SOKOLIĆ;;SDP, HSU
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;NOVI VINODOLSKI;6;JADRANKA JOVANOVIĆ;;SDP, HSU
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;NOVI VINODOLSKI;7;SANJA BUTORAC;;SDP, HSU
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;NOVI VINODOLSKI;8;BOŽIDAR PAVLIČEVIĆ;;SDP, HSU
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;NOVI VINODOLSKI;9;MARIJA DUSPARA;;SDP, HSU
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;NOVI VINODOLSKI;10;DENI LENHARD;;SDP, HSU
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;NOVI VINODOLSKI;11;JASNA BUTKOVIĆ;;SDP, HSU
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;NOVI VINODOLSKI;12;LJUBOMIR BUDIĆ;;SDP, HSU
GRADSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;NOVI VINODOLSKI;13;BOJAN ZORIČIĆ;;SDP, HSU
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OMIŠALJ;1;MARIJANA ŠUNIĆ;;HDZ, HNS
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OMIŠALJ;2;NIKOLA DAPČIĆ;;HDZ, HNS
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OMIŠALJ;3;DINA BLAŽEVIĆ;;HDZ, HNS
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OMIŠALJ;4;BRUNO POŽEGA;;HDZ, HNS
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OMIŠALJ;5;SAŠA ŠEKULJICA;;HDZ, HNS
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OMIŠALJ;6;ASTRID VIČEVIĆ;;HDZ, HNS
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OMIŠALJ;7;DUBRAVKA HUTEN;;HDZ, HNS
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OMIŠALJ;8;TANJA KNEZIĆ NOVAK;;HDZ, HNS
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OMIŠALJ;9;DEA MUSIĆ STEPIĆ;;HDZ, HNS
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OMIŠALJ;10;BERNARD KATAVA;;HDZ, HNS
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OMIŠALJ;11;ZLATKO PAVIĆ;;HDZ, HNS
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OMIŠALJ;12;ZVONKO RUKAVINA;;HDZ, HNS
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OMIŠALJ;13;DANIJELA ĆOSIĆ;;HDZ, HNS
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OMIŠALJ;1;MARIN BUBANJ;;HSP, DP
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OMIŠALJ;2;GABRIJELA ANIČIĆ;;HSP, DP
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OMIŠALJ;3;MARKO GRBEŠIĆ;;HSP, DP
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OMIŠALJ;4;MILKA GRŽANIĆ;;HSP, DP
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OMIŠALJ;5;ANTUN KATAVA;;HSP, DP
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OMIŠALJ;6;DEJAN ILIJIĆ;;HSP, DP
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OMIŠALJ;7;DAVOR KRALJIĆ;;HSP, DP
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OMIŠALJ;8;TEREZA ILIJIĆ;;HSP, DP
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OMIŠALJ;9;IVAN ŠPANJIĆ;;HSP, DP
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OMIŠALJ;10;VERONIKA AUGUSTINOVIĆ;;HSP, DP
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OMIŠALJ;11;VELJKO JUGOVIĆ;;HSP, DP
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OMIŠALJ;12;MAJA JUKIĆ;;HSP, DP
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OMIŠALJ;13;KRISTINA GALANTE;;HSP, DP
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OMIŠALJ;1;MIRELA AHMETOVIĆ;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OMIŠALJ;2;MAURO JUSTIĆ;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OMIŠALJ;3;ADRIANA DOJČINOVIĆ;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OMIŠALJ;4;JASMINA VALESIO PAVLIĆ;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OMIŠALJ;5;ALEN GREGO;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OMIŠALJ;6;DUNJA MIHELEC;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
OPĆINSKO VIJEĆE;PRIMORSKO-GORANSKA ŽUPANIJA;OMIŠALJ;7;EDI FURIJAN;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
