Vrsta izbora;Naziv županije;Naziv grada/općine;rbr;Ime i prezime kandidata;Razlikovni podatak;Naziv predlagatelja
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;13;ANITA RAPČAN;;KANDIDACIJSKA LISTA GRUPE BIRAČA - HRVOJE DRINOVAC
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;1;ŽELJKO SESAR;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;2;GORAN RUNJAIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;3;STIPE TOMIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;4;ANDREJ ŠOŠ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;5;JASNA JAKOPIČEK;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;6;KRUNOSLAV ŠARIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;7;TOMISLAV MAŠIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;8;ANA BRIŠEVAC;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;9;ANTONELA KUNAC;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;10;KRISTINA DOLIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;11;MARIJA JUHAS;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;12;IVANA KAPOŠI;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;13;VEDRAN DOMAZET;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;1;JOSIP CIKAČ;;HRVATSKA SOCIJALNO - LIBERALNA STRANKA - HSLS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;2;ANDREA ORLOVČIĆ;;HRVATSKA SOCIJALNO - LIBERALNA STRANKA - HSLS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;3;ROBERT MARUŠINAC;;HRVATSKA SOCIJALNO - LIBERALNA STRANKA - HSLS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;4;MIHAELA CINDRIĆ;;HRVATSKA SOCIJALNO - LIBERALNA STRANKA - HSLS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;5;MIJO MIHIĆ;;HRVATSKA SOCIJALNO - LIBERALNA STRANKA - HSLS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;6;IVANKA BRČIĆ;;HRVATSKA SOCIJALNO - LIBERALNA STRANKA - HSLS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;7;ŽELJKA ŠPOLJARIĆ;;HRVATSKA SOCIJALNO - LIBERALNA STRANKA - HSLS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;8;BLANKA MECANOVIĆ;;HRVATSKA SOCIJALNO - LIBERALNA STRANKA - HSLS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;9;GORANKA MARINOVIĆ;;HRVATSKA SOCIJALNO - LIBERALNA STRANKA - HSLS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;10;ZLATKO KURĐIPIĆ;;HRVATSKA SOCIJALNO - LIBERALNA STRANKA - HSLS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;11;ELIZABETA-MELINA GEUŠIĆ;;HRVATSKA SOCIJALNO - LIBERALNA STRANKA - HSLS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;12;MATO CERANAC;;HRVATSKA SOCIJALNO - LIBERALNA STRANKA - HSLS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;13;IVAN ŽEKO;;HRVATSKA SOCIJALNO - LIBERALNA STRANKA - HSLS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;1;JOSIP SREDNOSELEC;;HSP, DHSS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;2;DOMAGOJ MAROŠEVIĆ;;HSP, DHSS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;3;IVO MILIĆ;;HSP, DHSS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;4;MARIJA STANKOVIĆ;;HSP, DHSS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;5;SLAVKO KLJUNIĆ;;HSP, DHSS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;6;LILIJANA VUČKOVIĆ;;HSP, DHSS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;7;IVAN VESTIĆ;;HSP, DHSS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;8;ŽELJKA MAČVANIN;;HSP, DHSS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;9;ANA DUJIĆ;;HSP, DHSS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;10;KRISTINA BARIŠIĆ;;HSP, DHSS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;11;JAKOB MECANOVIĆ;;HSP, DHSS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;12;MARTINA ČULO;;HSP, DHSS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;13;TOMISLAV VELIĆ;;HSP, DHSS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;1;FRANO SESAR;;KANDIDACIJSKA LISTA GRUPE BIRAČA - FRANO SESAR
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;2;KATARINA POPOVIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - FRANO SESAR
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;3;DARKO KRAJINOVIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - FRANO SESAR
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;4;DARIO NOVAK;;KANDIDACIJSKA LISTA GRUPE BIRAČA - FRANO SESAR
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;5;DAMIR SKOKO;;KANDIDACIJSKA LISTA GRUPE BIRAČA - FRANO SESAR
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;6;MARIJANA SOLAREVIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - FRANO SESAR
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;7;SLAVICA SALAK BALENOVIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - FRANO SESAR
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;8;MAGDALENA KEKEZ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - FRANO SESAR
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;9;IVAN SABLJIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - FRANO SESAR
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;10;MARIJANA LACKOVIĆ KRAMAČEK;;KANDIDACIJSKA LISTA GRUPE BIRAČA - FRANO SESAR
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;11;ŽELJKO MAJHEN;;KANDIDACIJSKA LISTA GRUPE BIRAČA - FRANO SESAR
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;12;MARIJA MIKULIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - FRANO SESAR
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;13;MARINKO KOZINA;;KANDIDACIJSKA LISTA GRUPE BIRAČA - FRANO SESAR
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;1;VJEKOSLAV BELAJEVIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - VJEKOSLAV BELAJEVIĆ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;2;MARINA MARTINKOVIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - VJEKOSLAV BELAJEVIĆ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;3;ANDRIJANA MIKINAC;;KANDIDACIJSKA LISTA GRUPE BIRAČA - VJEKOSLAV BELAJEVIĆ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;4;ĐURICA MANOJLOVIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - VJEKOSLAV BELAJEVIĆ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;5;IVAN PANDŽA;;KANDIDACIJSKA LISTA GRUPE BIRAČA - VJEKOSLAV BELAJEVIĆ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;6;ZLATKO CIGIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - VJEKOSLAV BELAJEVIĆ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;7;VJEKOSLAV SUBOTIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - VJEKOSLAV BELAJEVIĆ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;8;MARIJAN PLAVŠIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - VJEKOSLAV BELAJEVIĆ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;9;JOSIP SAMOLJANAC;;KANDIDACIJSKA LISTA GRUPE BIRAČA - VJEKOSLAV BELAJEVIĆ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;10;MARIJA MARGIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - VJEKOSLAV BELAJEVIĆ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;11;MONIKA ŽDERIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - VJEKOSLAV BELAJEVIĆ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;12;VIOLETA KRNJIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - VJEKOSLAV BELAJEVIĆ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;13;MARTIN ŠIBALIĆ;;KANDIDACIJSKA LISTA GRUPE BIRAČA - VJEKOSLAV BELAJEVIĆ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;1;BRANKO BRKIĆ;;DOMOVINSKI POKRET - DP
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;2;TOMISLAV MENDEŠ;;DOMOVINSKI POKRET - DP
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;3;ILIJA BEBIĆ;;DOMOVINSKI POKRET - DP
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;4;MARIJA-MAGDALENA ŠIMIĆ;;DOMOVINSKI POKRET - DP
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;5;MARTINA VUIĆ;;DOMOVINSKI POKRET - DP
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;6;ĐURO ĐURAŠEVIĆ;;DOMOVINSKI POKRET - DP
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;7;IVONA GRGIĆ;;DOMOVINSKI POKRET - DP
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;8;NINA KULIĆ;;DOMOVINSKI POKRET - DP
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;9;SANJA GLUVAKOVIĆ;;DOMOVINSKI POKRET - DP
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;10;MARKO FLANJAK;;DOMOVINSKI POKRET - DP
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;11;TOMISLAV KAMPIĆ;;DOMOVINSKI POKRET - DP
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;12;SLAVKO MEHANDŽIĆ;;DOMOVINSKI POKRET - DP
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;13;IVONA ĐURAŠEVIĆ;;DOMOVINSKI POKRET - DP
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;1;ILIJA ALEKSIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;2;STJEPAN MARJANOVIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;3;BRANKO FLANJAK;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;4;KRUNOSLAV FARAGO;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;5;DANIJELA ČURIĆ MIKINAC;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;6;JOSIP MARIJANOVIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;7;ALEN TOLUŠIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;8;HRVOJE KRSTIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;9;JULIJANA SINKOVIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;10;ZVONIMIR LONČAREVIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;11;IVANA MARJANOVIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;12;VANJA MAJSINGER;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;13;VALENTINA MARUŠIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;1;ĐURO ŠARKIĆ;;HRVATSKI SUVERENISTI, HKS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;2;MIRKO JURIŠIĆ;;HRVATSKI SUVERENISTI, HKS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;3;BISERKA JAKOVLJEVIĆ;;HRVATSKI SUVERENISTI, HKS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;4;FILIP DAMJANOVIĆ;;HRVATSKI SUVERENISTI, HKS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;5;KATARINA ŠARKIĆ;;HRVATSKI SUVERENISTI, HKS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;6;IVAN ĐURAŠEVIĆ;;HRVATSKI SUVERENISTI, HKS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;7;MANDICA PLIVELIĆ;;HRVATSKI SUVERENISTI, HKS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;8;TOMISLAV ČAVKA;;HRVATSKI SUVERENISTI, HKS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;9;MARIJAN CIGIĆ;;HRVATSKI SUVERENISTI, HKS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;10;IVICA JAKOVLJEVIĆ;;HRVATSKI SUVERENISTI, HKS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;11;PATRICIJA KNEŽEVIĆ;;HRVATSKI SUVERENISTI, HKS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;12;TOMISLAV ŠIBALIĆ;;HRVATSKI SUVERENISTI, HKS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;13;DANKA ILIJIĆ;;HRVATSKI SUVERENISTI, HKS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;1;ALEKSANDAR POPOVIĆ;;SAMOSTALNA DEMOKRATSKA SRPSKA STRANKA - SDSS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;2;LJUBICA RALIĆ;;SAMOSTALNA DEMOKRATSKA SRPSKA STRANKA - SDSS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;3;DAMIR ŠUŠA;;SAMOSTALNA DEMOKRATSKA SRPSKA STRANKA - SDSS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;4;ZDRAVKO BEZBRADICA;;SAMOSTALNA DEMOKRATSKA SRPSKA STRANKA - SDSS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;5;NEVENKA KOSANOVIĆ;;SAMOSTALNA DEMOKRATSKA SRPSKA STRANKA - SDSS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;6;SANDA BABIĆ;;SAMOSTALNA DEMOKRATSKA SRPSKA STRANKA - SDSS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;7;MILORAD RALIĆ;;SAMOSTALNA DEMOKRATSKA SRPSKA STRANKA - SDSS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;8;IVANKA TODOSIJEVIĆ;;SAMOSTALNA DEMOKRATSKA SRPSKA STRANKA - SDSS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;9;GORDANA SLOVAKOVIĆ;;SAMOSTALNA DEMOKRATSKA SRPSKA STRANKA - SDSS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;10;BOŠKO ĆIRIĆ;;SAMOSTALNA DEMOKRATSKA SRPSKA STRANKA - SDSS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;11;SANJA ŠUŠA;;SAMOSTALNA DEMOKRATSKA SRPSKA STRANKA - SDSS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;12;STANISLAV SARAP;;SAMOSTALNA DEMOKRATSKA SRPSKA STRANKA - SDSS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;13;MILOŠ TOMIĆ;;SAMOSTALNA DEMOKRATSKA SRPSKA STRANKA - SDSS
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;STARI JANKOVCI;1;MIJO ŠAJTOŠ;;DHSS, HSU
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;STARI JANKOVCI;2;MARKO CRNJAK;;DHSS, HSU
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;STARI JANKOVCI;3;PEJO PEJIĆ;;DHSS, HSU
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;STARI JANKOVCI;4;SANELA LUČIĆ;;DHSS, HSU
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;STARI JANKOVCI;5;DUBRAVKA BALINOVIĆ;;DHSS, HSU
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;STARI JANKOVCI;6;LUCIJA MAROŠ;;DHSS, HSU
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;STARI JANKOVCI;7;MAGDALENA MATANOVIĆ;;DHSS, HSU
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;STARI JANKOVCI;8;TANJA ŠMITUC;;DHSS, HSU
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;STARI JANKOVCI;9;ANTON PENAVIĆ;;DHSS, HSU
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;STARI JANKOVCI;10;IVAN ALADROVIĆ;;DHSS, HSU
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;STARI JANKOVCI;11;VLADO ŠAJTOŠ;;DHSS, HSU
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;STARI JANKOVCI;12;DESANKA LOVRIĆ;;DHSS, HSU
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;STARI JANKOVCI;13;FRANJO JAKOVLJEVIĆ;;DHSS, HSU
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;STARI JANKOVCI;1;BORIS DRAGIČEVIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;STARI JANKOVCI;2;DANIJEL MAMIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;STARI JANKOVCI;3;KREŠIMIR DIKONIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;STARI JANKOVCI;4;FRANJO LUČIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;STARI JANKOVCI;5;SILVIJA BLAŽIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;STARI JANKOVCI;6;TANJA VIDOVIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;STARI JANKOVCI;7;TIHOMIR ČUPIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;STARI JANKOVCI;8;DENIS TRAVANČIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKO VIJEĆE;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;STARI JANKOVCI;9;ZDRAVKO BARTOLOVIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
